@relation opinion
@attribute sentence string
@attribute category {positive,negative,neutral,objective}
@attribute positiveW NUMERIC
@attribute negativeW NUMERIC
@attribute positiveE NUMERIC
@attribute negativeE NUMERIC
@attribute feelingcategory {positive,negative,neutral,objective}
@data
'	tonight  dreamed    orleans   bus lines  milan    ipercoop  piazza lodi    carrefour  place  arc  ',neutral,0,0,0,0,objective
'	derby tomorrow night   girls  georgea_may   caroline_mariee!    now  night twitter     ',positive,0,0,1,0,positive
'	big brother tonight    factor  saturday     cut  ears    spoon  eyes   afternoon      braille twitter  ',negative,0,1,0,0,negative
'	 giant cracking sound    ankles breaking  people jump   danny sheridan bandwagon  ',neutral,0,0,0,0,objective
'	 gonna spend  night watching   episode  merlin  loaded   whole  naruto shippuden season    ',neutral,0,0,0,0,objective
'	tigers beat kansas city tonight       yay!  austin jackson      espn sportcenter top plays          hurrah! nice catch austin! ',positive,2,0,3,0,positive
'	church tonight was nothing  power!  feel  blessed    church filled  people   amazing  wotm      ',positive,0,0,1,0,positive
'	auburn  wrapped up saturday practice  interviews  shortly  ',neutral,0,0,0,0,objective
'	sad  didn    greg_sherwood today   work  nebraska man        back! ',negative,0,1,1,0,neutral
'	 love football season!! lets  !! high school games friday night    nfl games sunday !!! ',positive,1,0,3,0,positive
'	 pip_girl welcome   usual dreams!       now   night was merlin   arthur    dragon  was   harry potter  ',neutral,0,0,1,0,positive
'	  dexter fix   night    morw night dexter morgan  ',positive,0,0,0,0,objective
'	 curious  know       tweeting  churchflow  sunday   nfl season starts ',objective,0,0,0,0,objective
'	marcia gay harden     today   loved   svu roles   fbi agent     "amanda knox" movie  ',positive,1,0,0,0,positive
'	twitterverse blowing up  shannon sharpe  awesome hall  fame speech      video clip  nfl com    tonight  ',positive,1,0,0,0,positive
'	wisconsin  remember  vote tomorrow! consider  practice  recalling walker  practice  perfect   wiunion  wirecall   ',positive,0,0,1,0,positive
'	oh     awards ceremony   well  did  dishes last night    bryan  lowis  family guy  hahaha! ',positive,0,0,1,0,positive
'	     billy_knott  dad says   play    point  prove    starts against nigeria    worldcup last     wednesday ',neutral,1,0,0,0,positive
'	caught up   factor today   love  new panel!   good mix   doubting tulisa   think   fab ',positive,3,0,1,0,positive
'	 team eagles!!!! hope  boy  enjoying  eagles  st game  ) ',positive,1,0,2,0,positive
'	popularity  bribery   ill    not famous   shouldn  strive    try happiness     fulfilling  ',positive,0,0,0,0,objective
'	"  bitched enough rt  ap  cbs says andy rooney    final weekly    minutes appearance  sunday    ',neutral,0,0,0,0,objective
'	heading back  chesterfield   job tomorrow   intense   amazing  days  derby    lostalone lads! dvd  looking ace! ',positive,0,0,2,0,positive
'	 gnoccofritto  "healthy" option   shudder    know   right  ',negative,0,0,0,0,objective
'	 ali  new gaff      dinner   watch  factor  tuesday   fucking ace  ',positive,0,0,0,0,objective
'	htb  mob  pbc  strife  defeater  living  lions   bronx today  aaawwh yeeeah hevy yeeeeahhh ',positive,0,0,0,0,objective
'	 olejp      sure   replay  nfl network tomorrow   ',neutral,0,0,0,0,objective
'	   very first play   night  aaron rodgers  int   udfa cb brandian ross   returns    pick  touchdown  ',objective,1,0,0,0,positive
'	 simply_damarcus yall should  bt  know    back right   ',positive,0,0,0,0,objective
'	talladega nights  comedy central    stay  tonight  ',positive,0,0,0,0,objective
'	 wish  was  bolton tonight  ( ',negative,0,0,0,1,negative
'	matt   trey     minutes tomorrow       excited   segment  andy rooney learned  cordless phones  ',positive,0,0,0,0,objective
'	 tomorrow morning      think     wisconsin   fight    restore democracy   badger state  ',neutral,0,0,0,0,objective
'	 news sail  tie up  nfl  rs       cr sindri plant  "nfl    partner  sai      amitkarnani  ak ',objective,0,0,0,0,objective
'	willie horton    detroit   remember  dad saying       sign  contract today         ',positive,0,0,0,0,objective
'	ravens sign ricky williams ohhhhh leeeeee dueeetttttt  blackbirdgang    bout  smokeout  locker room tonight ',positive,0,0,0,0,objective
'	big brother starts tonight   factor  saturday  wish  could emigrate  hibernate   ( ',negative,0,0,0,0,objective
'	church was cool   think  was expecting    none      back  sunday  ',positive,1,0,0,0,positive
'	morning!! ',positive,0,0,1,0,positive
'	 simonjridley     busy avoiding  gym    work *meant*        ',negative,0,0,0,0,objective
'	 oh  does toronto  nuit blanche      night   wedding    attend   snbto ',negative,0,0,0,0,objective
'	 love italy tonight  marina  pietrasanta   iamlafaille ',positive,1,0,1,0,positive
'	    yankees fans  today      talkative  yesterdays game  ',neutral,0,0,0,0,objective
'	 terryfoster    no    lions has gotten injured today  leshoure! contract extensions   bam ',objective,0,0,2,0,positive
'	ah  _mholden thank   sorry  can       ) ',neutral,1,1,1,0,positive
'	bible study   ffchurch tonight!  stoked!    back  ny  bama  ',positive,0,0,2,0,positive
'	     towerfm pls rt bolton society  blind people  bringing vegas  bolton   charity dinner     sep    bsbp ',objective,0,0,0,0,objective
'	church member told  mtg tomorrow    st baptist  "byob"  asked   told   nd    didn  mean  brownbag    church   laughed  ',neutral,0,0,0,0,objective
'	" jasonlacanfora  free agent wr jerricho cotchery     jets  traveling  baltimore tonite   visit  ravens  whytho ',objective,1,0,0,0,positive
'	good   mak   better   clothes  american eagle  church tonight   ) ',positive,2,0,3,0,positive
'	working  scouting report  clemson   usf soccer exhibition  friday     job ',objective,0,0,0,0,objective
'	enjoying  night   dexter   domoniquep    ) ',positive,0,0,1,0,positive
'	 jamesmaslow  quiero!      mexico!!!!!!!!! greetings     worldwide   nice  today   everyday  )) ',positive,0,0,1,0,positive
'	hope  elianacwg_   lives  up tonight   love  mama    visit dallas   )) ',positive,2,0,1,0,positive
'	dc  version  paris  nuit blanche     days away!!  can  wait    ',positive,0,0,2,0,positive
'	pretty upset   not goin    jets practice tomorrow    ',negative,1,0,0,0,positive
'	parents left  morning  italy        gutted   not    couldbebythebeach ',negative,0,0,1,0,positive
'	thank    big     nashville!   heard "baggage claim"   first    radio!!!! ) ',positive,1,0,1,0,positive
'	 milansolo thanks    tweets tonight milan  can  believe  was   wrong place (milansofficial)     fans  happy  ',positive,2,0,0,0,positive
'	 justinbieber  true      concerts  mexico city       october      tell   not enough tickets  amo ',positive,0,0,0,0,objective
'	 drawasmileyface oh  goodluck ruimin!! finish school  today  ',neutral,0,0,1,0,positive
'	" looks like  beautiful night  throw    brooklyn bridge"     tim_hecht ',negative,1,0,0,0,positive
'	today   lounge  comedy central has  real billy    antonia!  coming  bon temps  vamps    ',objective,0,0,1,0,positive
'	fun !! walked   brooklyn bridge    ate waaaaaay  !! tomorrow fingers crossed   standing room  book  mormon! night! ',positive,1,0,4,0,positive
'	  peace  god  excels  thought   nigeria  amen  rt  jessykarh  pray  peace  nigeria!! ',positive,0,0,1,0,positive
'	family guy  netflix   think    downstairs tonight ',positive,0,0,0,0,objective
'	   community shield    pre season pre cum  unnecessary  ',negative,0,0,0,0,objective
'	  play helps lafayette    sixth inning trouble     bottom    th  lafayette    mexico    ',objective,2,0,0,0,positive
'	   photo  aaron rodgers   awesome scruff   today  did  mention  was   white house today  iz cool  ',positive,2,0,0,0,positive
'	ravens play eagles     th      getpumped ',positive,1,0,1,0,positive
'	 mat_boore  info    very        situation  downing  adam ',negative,0,0,0,0,objective
'	topic   morning news  does detroit   white mayor       pause    wtf ! ',negative,0,0,0,0,objective
'	 supergirlonline  starts college    th   like prison  independence   thought     yrs elder   ',negative,1,0,0,0,positive
'	 deadragdoll  think sparkly gay ones would    frightening! ',negative,0,0,1,0,positive
'	red sox  phillies flying high      yankees  giants  afternoon  cc rocked  hamels dominates      ',positive,0,0,0,0,objective
'	 fa   bringing  new interactive road   arsenal ladies ahead   game against everton  thursday ',objective,0,0,0,0,objective
'	desean jackson suppose    training camp  monday   hope  eagles lock  up  extend mike vick    ',negative,1,0,0,0,positive
'	 mikemassaroespn  no brad     playing hurt today    nascarnowespn   am  espn    ',negative,1,0,0,0,positive
'	cbs says andy rooney    final weekly   minutes" appearance   sunday  edition     ap) ',objective,0,0,0,0,objective
'	sunday night concert   park! eagles cover band  pretty good!   ',positive,2,0,2,0,positive
'	    bed   last episode  family guy       hella tired      ma      can stand   thursday ',negative,0,0,0,0,objective
'	  today      violence  movies   sex  tv   family guy ',negative,0,0,0,0,objective
'	rt  smr_j_star kevin hart   seriously funny tonight      comedy central   look    ',positive,0,1,0,0,negative
'	  good sunday  sooooooo happy  college  nfl season      weekend sucks  football!!!! ',positive,2,1,1,0,positive
'	lawrie sanchez    bad cunt  hated             trevor francis can look  decent stood     ',negative,0,2,0,0,negative
'	     milan    ya     th  august  novi sad  silicon soul  fakir!!! ',objective,0,1,1,0,neutral
'	 mattwhiting aww!    want     zoo! ',positive,0,0,2,0,positive
'	 enjoying   emmy  tonight    homework  hi lites    melissa mccarthy  steve levitan  wife    jane lynch rocks! ',positive,0,0,1,0,positive
'	 alanbrun  fun tonight aladdin beanie baby brun! ',positive,1,0,1,0,positive
'	 home  florida annoying   lost          jay  says   looking    relaxing tonight  tomorrow xx ',positive,0,1,0,0,negative
'	wonder   spurs shop  looted last night   doubtit ',neutral,0,0,0,0,objective
'	september          international city  _new york fashion week_  paris  london  milan         ',objective,0,0,0,0,objective
'	jumping   brooklyn bridge   hang glider  sunday  now  bets   state  land   ',objective,0,0,0,0,objective
'	rt"  gerardpique  great win     against america  end  usa tour! now      play against italy  wednesday  spain!  tourfcb" ',positive,3,0,2,0,positive
'	florida!!   tickets   locash cowboys  aug   th  boots  buckles   selling like hotcakes!! ',positive,1,0,2,0,positive
'	marty was  nebraska yesterday giving  talk   bullying    news   fun  learning!  ',positive,2,0,1,0,positive
'	 thecircleguy thanks     call     hours depending   situation ',objective,1,0,0,0,positive
'	looking   wed   annerspierse  introducing    hummingbird bakery  ',positive,0,0,0,0,objective
'	 st prize rm          ipad   person) trophy    certificate  participation  lulz  wanna joinnnnnnnnnnnnn  ___  ',positive,0,0,0,0,objective
'	family guy     crap tonight  ',negative,0,1,0,0,negative
'	  hanging   "green tonight     gonna invite   non blondes"  join           love music ',positive,1,0,0,0,positive
'	rt   sttouchfooty   safest place    tottenham tonight   spurs trophy cabinet    no chance  looters visiting   ',neutral,0,0,0,0,objective
'	sept   th  sunday night football  cowboys   jets    oh boy oh boy   can  wait    cowboys ruin  jets opening ! ',positive,0,0,1,0,positive
'	    bring  blankets chairs picnic stuff  watch crooklyn   brooklyn bridge gonna   fun crooklyn summer night yo  ',positive,1,0,0,0,positive
'	hello    hear   stinking working class  rioting  london last night         italy  bloody rif raf hear hear ',negative,0,0,0,0,objective
'	ideal weekend getaways   raksha bandhan  independence  falling  saturday  monday     ma     ',neutral,0,0,0,0,objective
'	 trending  !! thats weird   lol     ',positive,0,0,0,0,objective
'	 ipad   side   bed streaming family guy   macbook    side streaming porn  ah    nice sunday morning  ',positive,0,0,0,0,objective
'	 hastings  nebraska    illegal   sex  wearing  night shirt  ',objective,0,0,0,0,objective
'	 missdcdarling    leonardo  vinci  painter   court  milan coming up  november   does  sound    ',objective,0,0,0,0,objective
'	can  txt     reply      swr related news tonight      young adults  church  no internet  ',neutral,0,0,0,0,objective
'	melissa mccarthy  jane lynch  emmy night chicagoriffic   ',positive,0,0,0,0,objective
'	watched aladdin  vhs last night  talk  high definition  stoneage ',neutral,0,0,0,0,objective
'	 losing   last   today  gop  trying  win   senate seats  wisconsin  recalling   democrats   looks like   fail ',negative,2,1,0,0,positive
'	melissa mccarthy  margo martindale! congrats!   mm  tonight  ',positive,0,0,2,0,positive
'	 joenbc   now      common  love  red sox  think bachmann   joke    bad  loves bama   could     rd ',positive,2,1,0,0,positive
'	listening   andrewripp   ipad  cleaning  house tonight    want       dance   great tunes!  ) ',positive,1,0,2,0,positive
'	 caught adam jones home run tonight  check   espn top plays  midnight!  handed    soft pretzel   hand   iphone ',objective,1,0,1,0,positive
'	witnessed  perfectly executed crash landing   gulf  mexico today   whatabadass   ',positive,0,0,0,0,objective
'	   changed  bit  lol rt  betyannacan_ ima    class  first   school   saad   ',positive,0,0,0,0,objective
'	   binder dexter picked    st grade!   ',objective,0,0,1,0,positive
'	mom left  scotland today   ireland     forgetting        places  cool accents!  know ! ',positive,1,0,2,0,positive
'	oct        away    wait   return   dexter! ',negative,0,0,1,0,positive
'	 arsenalladies  fawsl      watching  kimlittle     girls tonight beat everton live  espn   bar   beer  spain  coyg !! ',positive,0,0,1,0,positive
'	 starrymag   wish  game  thrones episode "baelor"  won  best writing  ',positive,2,0,0,0,positive
